RSRP,RSRQ,RSSI,SINR,FB,EI,CI,network,LATITUDE,LONGITUDE,RSP,Hm,Hb,CCI,Husr,deltaH,L,D,UCI,dg,dr,dw,hv,db,do,ekparam,ample,LOS,COST231,SPM,TR38901
-68.0,-8,-61.0,2.6,1650.0,751630,21,0,24.828213,102.849045,4.3,1,1998,18,1976,22,23.8,32.41,7,23.8,0.0,0,0,0.0,0.0,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 17.16}, {'start_distance': 17.16, 'environment': 'dg', 'length': 1.38}, {'start_distance': 18.54, 'environment': 'dg', 'length': 5.27}]",True,-60.33404008676901,-62.07880744396421,-61.28461756698675
-66.0,-8,-57.0,2.7,1650.0,751630,21,0,24.828218,102.849055,4.3,1,1998,18,1976,22,24.66,33.05,7,22.57,0.0,0,20,2.08,0.0,"[{'height': 19.8, 'distance': 17.68, 'elevation': 1976.0}, {'height': 19.8, 'distance': 18.05, 'elevation': 1976.0}]","[{'start_distance': 0, 'environment': 'dg', 'length': 17.0}, {'start_distance': 17.0, 'environment': 'db', 'length': 2.08}, {'start_distance': 19.08, 'environment': 'dg', 'length': 5.57}]",True,-60.53226280618843,-62.27652061741625,-61.47145108835463
-66.0,-8,-57.0,2.7,1650.0,751630,21,0,24.828225,102.849065,4.3,1,1998,18,1976,22,25.76,33.88,7,21.87,0.0,0,20,3.9,0.0,"[{'height': 19.8, 'distance': 16.95, 'elevation': 1976.0}, {'height': 19.8, 'distance': 18.87, 'elevation': 1976.0}, {'height': 19.8, 'distance': 19.41, 'elevation': 1976.0}, {'height': 19.8, 'distance': 19.52, 'elevation': 1976.0}]","[{'start_distance': 0, 'environment': 'dg', 'length': 16.28}, {'start_distance': 16.28, 'environment': 'db', 'length': 2.86}, {'start_distance': 19.14, 'environment': 'db', 'length': 1.04}, {'start_distance': 20.18, 'environment': 'dg', 'length': 0.65}, {'start_distance': 20.83, 'environment': 'dg', 'length': 4.93}]",True,-60.78369167991728,-62.52730317487487,-61.70843372076885
-64.0,-9,-57.0,2.9,1650.0,751630,21,0,24.828233,102.84908,4.3,1,1998,18,1976,22,27.17,34.96,7,21.06,0.0,0,20,4.7,1.41,"[{'height': 19.8, 'distance': 16.58, 'elevation': 1976.0}, {'height': 19.8, 'distance': 19.85, 'elevation': 1976.0}, {'height': 19.8, 'distance': 20.34, 'elevation': 1976.0}, {'height': 19.8, 'distance': 20.51, 'elevation': 1976.0}]","[{'start_distance': 0, 'environment': 'dg', 'length': 15.7}, {'start_distance': 15.7, 'environment': 'do', 'length': 1.41}, {'start_distance': 17.11, 'environment': 'db', 'length': 3.9}, {'start_distance': 21.01, 'environment': 'db', 'length': 0.8}, {'start_distance': 21.81, 'environment': 'dg', 'length': 0.89}, {'start_distance': 22.7, 'environment': 'dg', 'length': 4.47}]",True,-61.1017847055934,-62.844578519212774,-62.00825021145016
-64.0,-9,-57.0,2.9,1650.0,751630,21,0,24.828242,102.849095,4.3,1,1998,18,1976,22,28.73,36.19,7,20.62,0.0,0,20,6.36,1.74,"[{'height': 19.8, 'distance': 16.54, 'elevation': 1976.0}, {'height': 19.8, 'distance': 21.5, 'elevation': 1976.0}]","[{'start_distance': 0, 'environment': 'dg', 'length': 16.02}, {'start_distance': 16.02, 'environment': 'do', 'length': 1.74}, {'start_distance': 17.76, 'environment': 'db', 'length': 6.36}, {'start_distance': 24.12, 'environment': 'dg', 'length': 4.6}]",True,-61.45230171263283,-63.194194496703474,-62.33862771265851
-63.0,-9,-57.0,2.9,1650.0,751630,21,0,24.828252,102.849112,4.3,1,1998,18,1976,22,30.5,37.61,7,20.8,0.0,0,20,9.71,0.0,"[{'height': 19.8, 'distance': 16.48, 'elevation': 1976.0}, {'height': 19.8, 'distance': 23.24, 'elevation': 1976.0}, {'height': 19.8, 'distance': 23.44, 'elevation': 1976.0}, {'height': 19.8, 'distance': 23.92, 'elevation': 1976.0}]","[{'start_distance': 0, 'environment': 'dg', 'length': 15.68}, {'start_distance': 15.68, 'environment': 'db', 'length': 7.99}, {'start_distance': 23.67, 'environment': 'db', 'length': 1.71}, {'start_distance': 25.38, 'environment': 'dg', 'length': 5.11}]",True,-61.842442364180116,-63.583332263231895,-62.7063522195709
-63.0,-9,-57.0,2.9,1650.0,751630,21,0,24.828257,102.84912,4.3,1,1998,18,1976,22,31.38,38.32,7,21.17,0.0,0,20,10.21,0.0,"[{'height': 19.8, 'distance': 16.2, 'elevation': 1976.0}, {'height': 19.8, 'distance': 24.11, 'elevation': 1976.0}]","[{'start_distance': 0, 'environment': 'dg', 'length': 15.34}, {'start_distance': 15.34, 'environment': 'db', 'length': 10.21}, {'start_distance': 25.55, 'environment': 'dg', 'length': 1.21}, {'start_distance': 26.76, 'environment': 'dg', 'length': 4.64}]",True,-62.03202267256579,-63.772425241598526,-62.885039893221276
-65.0,-7,-57.0,2.7,1650.0,751630,21,0,24.828255,102.849143,4.3,1,1998,18,1976,22,32.4,39.16,7,15.99,0.0,0,20,14.45,1.96,"[{'height': 19.8, 'distance': 15.52, 'elevation': 1976.0}, {'height': 19.8, 'distance': 28.64, 'elevation': 1976.0}]","[{'start_distance': 0, 'environment': 'dg', 'length': 15.11}, {'start_distance': 15.11, 'environment': 'db', 'length': 14.45}, {'start_distance': 29.56, 'environment': 'do', 'length': 1.96}, {'start_distance': 31.52, 'environment': 'dg', 'length': 0.87}]",True,-62.25183007230849,-63.99166761037773,-63.09221791316233
-65.0,-7,-57.0,2.7,1650.0,751630,21,0,24.828253,102.849155,4.3,1,1998,18,1976,22,32.89,39.57,14,15.14,0.0,0,20,17.75,0.0,"[{'height': 19.8, 'distance': 15.52, 'elevation': 1976.0}, {'height': 19.8, 'distance': 31.49, 'elevation': 1976.0}, {'height': 19.8, 'distance': 31.73, 'elevation': 1976.0}, {'height': 19.8, 'distance': 32.22, 'elevation': 1976.0}, {'height': 19.8, 'distance': 32.67, 'elevation': 1976.0}, {'height': 19.8, 'distance': 32.89, 'elevation': 1976.0}]","[{'start_distance': 0, 'environment': 'dg', 'length': 15.14}, {'start_distance': 15.14, 'environment': 'db', 'length': 16.33}, {'start_distance': 31.47, 'environment': 'db', 'length': 0.85}, {'start_distance': 32.32, 'environment': 'db', 'length': 0.58}]",True,-77.02551811061403,-64.09697657108525,-63.191731990130734
-68.0,-8,-57.0,2.7,1650.0,751630,21,0,24.828248,102.849165,4.3,1,1998,18,1976,22,33.04,39.69,14,14.51,0.0,0,20,18.53,0.0,"[{'height': 19.8, 'distance': 14.96, 'elevation': 1976.0}, {'height': 19.8, 'distance': 33.04, 'elevation': 1976.0}]","[{'start_distance': 0, 'environment': 'dg', 'length': 14.51}, {'start_distance': 14.51, 'environment': 'db', 'length': 18.53}]",True,-77.05621279190001,-64.12759234945275,-63.22066306023572
-68.0,-8,-57.0,2.7,1650.0,751630,21,0,24.82824,102.849178,4.3,1,1998,18,1976,22,33.16,39.79,14,14.18,0.0,0,20,18.97,0.0,"[{'height': 19.8, 'distance': 14.93, 'elevation': 1976.0}, {'height': 19.8, 'distance': 33.16, 'elevation': 1976.0}]","[{'start_distance': 0, 'environment': 'dg', 'length': 14.18}, {'start_distance': 14.18, 'environment': 'db', 'length': 18.98}]",True,-77.08172088474936,-64.15303487188774,-63.244705545498675
-68.0,-8,-61.0,2.6,1650.0,751630,21,0,24.828233,102.84919,4.3,1,1998,18,1976,22,33.37,39.97,14,14.08,0.0,0,20,19.29,0.0,"[{'height': 19.8, 'distance': 14.75, 'elevation': 1976.0}, {'height': 19.8, 'distance': 33.37, 'elevation': 1976.0}]","[{'start_distance': 0, 'environment': 'dg', 'length': 14.08}, {'start_distance': 14.08, 'environment': 'db', 'length': 19.29}]",True,-77.12747432087124,-64.19867069546282,-63.28783014600043
-68.0,-8,-61.0,2.6,1650.0,751630,21,0,24.828225,102.849197,4.3,1,1998,18,1976,22,33.21,39.84,14,14.03,0.0,0,20,19.18,0.0,"[{'height': 19.8, 'distance': 14.49, 'elevation': 1976.0}, {'height': 19.8, 'distance': 33.21, 'elevation': 1976.0}]","[{'start_distance': 0, 'environment': 'dg', 'length': 14.03}, {'start_distance': 14.03, 'environment': 'db', 'length': 19.18}]",True,-77.09445090117731,-64.16573216487937,-63.25670413881467
-66.0,-7,-61.0,2.7,1650.0,751630,21,0,24.828218,102.849205,4.3,1,1998,18,1976,22,33.24,39.86,14,14.02,0.0,0,20,19.23,0.0,"[{'height': 19.8, 'distance': 14.77, 'elevation': 1976.0}, {'height': 19.8, 'distance': 33.24, 'elevation': 1976.0}]","[{'start_distance': 0, 'environment': 'dg', 'length': 14.02}, {'start_distance': 14.02, 'environment': 'db', 'length': 19.23}]",True,-77.09953843490987,-64.17080662073518,-63.26149936029644
-66.0,-7,-61.0,2.7,1650.0,751630,21,0,24.828208,102.849217,4.3,1,1998,18,1976,22,33.39,39.99,14,13.56,0.0,0,20,19.83,0.0,"[{'height': 19.8, 'distance': 14.12, 'elevation': 1976.0}, {'height': 19.8, 'distance': 33.39, 'elevation': 1976.0}]","[{'start_distance': 0, 'environment': 'dg', 'length': 13.56}, {'start_distance': 13.56, 'environment': 'db', 'length': 19.83}]",True,-77.13254531184714,-64.2037286510863,-63.29260977521561
-70.0,-8,-61.0,2.5,1650.0,751630,21,0,24.828197,102.849233,4.3,1,1998,18,1976,22,33.86,40.38,14,13.56,0.0,0,20,20.29,0.0,"[{'height': 19.8, 'distance': 14.14, 'elevation': 1976.0}, {'height': 19.8, 'distance': 33.86, 'elevation': 1976.0}]","[{'start_distance': 0, 'environment': 'dg', 'length': 13.56}, {'start_distance': 13.56, 'environment': 'db', 'length': 20.29}]",True,-77.23092595694604,-64.30185640155676,-63.385337805645776
-70.0,-8,-61.0,2.5,1650.0,751630,21,0,24.828192,102.849243,4.3,1,1998,18,1977,21,34.34,40.25,14,13.82,0.0,0,20,20.52,0.0,"[{'height': 19.8, 'distance': 14.49, 'elevation': 1977.0}, {'height': 19.8, 'distance': 34.34, 'elevation': 1977.0}]","[{'start_distance': 0, 'environment': 'dg', 'length': 13.82}, {'start_distance': 13.82, 'environment': 'db', 'length': 20.52}]",True,-77.19823838310748,-64.14571923993468,-63.35452834776365
-70.0,-8,-61.0,2.5,1650.0,751630,21,0,24.828185,102.849252,4.3,1,1998,18,1977,21,34.64,40.51,14,13.67,0.0,0,20,20.97,0.0,"[{'height': 19.8, 'distance': 14.2, 'elevation': 1977.0}, {'height': 19.8, 'distance': 34.64, 'elevation': 1977.0}]","[{'start_distance': 0, 'environment': 'dg', 'length': 13.67}, {'start_distance': 13.67, 'environment': 'db', 'length': 20.97}]",True,-77.26350846484502,-64.21082154016344,-63.416048234317074
-70.0,-8,-61.0,2.5,1650.0,751630,21,0,24.828178,102.849262,4.3,1,1998,18,1977,21,35.07,40.88,18,15.69,0.0,0,20,19.39,0.0,"[{'height': 19.8, 'distance': 14.48, 'elevation': 1977.0}, {'height': 19.8, 'distance': 29.19, 'elevation': 1977.0}, {'height': 19.8, 'distance': 29.53, 'elevation': 1977.0}, {'height': 19.8, 'distance': 30.47, 'elevation': 1977.0}, {'height': 19.8, 'distance': 30.65, 'elevation': 1977.0}, {'height': 19.8, 'distance': 31.11, 'elevation': 1977.0}, {'height': 19.8, 'distance': 31.77, 'elevation': 1977.0}, {'height': 19.8, 'distance': 32.39, 'elevation': 1977.0}, {'height': 19.8, 'distance': 32.89, 'elevation': 1977.0}, {'height': 19.8, 'distance': 33.03, 'elevation': 1977.0}]","[{'start_distance': 0, 'environment': 'dg', 'length': 15.69}, {'start_distance': 15.69, 'environment': 'db', 'length': 15.22}, {'start_distance': 30.91, 'environment': 'db', 'length': 1.44}, {'start_distance': 32.35, 'environment': 'db', 'length': 0.97}, {'start_distance': 33.32, 'environment': 'db', 'length': 1.13}, {'start_distance': 34.45, 'environment': 'db', 'length': 0.65}]",True,-62.687566480758235,-64.30275031301001,-63.50291840106456
-68.0,-8,-61.0,2.6,1650.0,751630,21,0,24.82817,102.849268,4.3,1,1998,18,1977,21,35.13,40.93,7,19.65,0.0,0,20,15.48,0.0,"[{'height': 19.8, 'distance': 14.21, 'elevation': 1977.0}, {'height': 19.8, 'distance': 23.63, 'elevation': 1977.0}, {'height': 19.8, 'distance': 23.99, 'elevation': 1977.0}, {'height': 19.8, 'distance': 24.89, 'elevation': 1977.0}, {'height': 19.8, 'distance': 25.17, 'elevation': 1977.0}, {'height': 19.8, 'distance': 25.52, 'elevation': 1977.0}]","[{'start_distance': 0, 'environment': 'dg', 'length': 13.92}, {'start_distance': 13.92, 'environment': 'db', 'length': 11.02}, {'start_distance': 24.94, 'environment': 'db', 'length': 2.5}, {'start_distance': 27.44, 'environment': 'db', 'length': 1.95}, {'start_distance': 29.39, 'environment': 'dg', 'length': 1.4}, {'start_distance': 30.79, 'environment': 'dg', 'length': 1.32}, {'start_distance': 32.11, 'environment': 'dg', 'length': 1.87}, {'start_distance': 33.98, 'environment': 'dg', 'length': 1.15}]",True,-62.699957278963254,-64.31510925976393,-63.514597266474055
-65.0,-9,-59.0,18.7,1650.0,751630,21,0,24.82815,102.849287,4.3,1,1998,18,1977,21,35.78,41.49,7,30.65,0.0,0,20,5.14,0.0,"[{'height': 19.8, 'distance': 14.22, 'elevation': 1977.0}, {'height': 19.8, 'distance': 15.42, 'elevation': 1977.0}, {'height': 19.8, 'distance': 15.59, 'elevation': 1977.0}, {'height': 19.8, 'distance': 16.02, 'elevation': 1977.0}, {'height': 19.8, 'distance': 16.96, 'elevation': 1977.0}, {'height': 19.8, 'distance': 17.23, 'elevation': 1977.0}]","[{'start_distance': 0, 'environment': 'dg', 'length': 13.82}, {'start_distance': 13.82, 'environment': 'db', 'length': 2.28}, {'start_distance': 16.1, 'environment': 'db', 'length': 1.51}, {'start_distance': 17.61, 'environment': 'db', 'length': 1.34}, {'start_distance': 18.95, 'environment': 'dg', 'length': 1.05}, {'start_distance': 20.0, 'environment': 'dg', 'length': 1.82}, {'start_distance': 21.82, 'environment': 'dg', 'length': 13.95}]",True,-62.83770921723446,-64.4525070966241,-63.64443445051553
-70.0,-10,-59.0,2.7,1650.0,751630,21,0,24.828138,102.849298,4.3,1,1998,18,1977,21,36.25,41.89,7,36.25,0.0,0,0,0.0,0.0,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 14.77}, {'start_distance': 14.77, 'environment': 'dg', 'length': 1.85}, {'start_distance': 16.62, 'environment': 'dg', 'length': 19.64}]",True,-62.93496984102724,-64.54951770488495,-63.73610681222496
-70.0,-10,-59.0,2.7,1650.0,751630,21,0,24.82813,102.849308,4.3,1,1998,18,1974,24,36.85,43.98,7,36.85,0.0,0,0,0.0,0.0,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 14.9}, {'start_distance': 14.9, 'environment': 'dg', 'length': 21.95}]",True,-63.42851423275583,-65.39566181399529,-64.20129383482309
-67.0,-10,-59.0,2.8,1650.0,751630,21,0,24.82812,102.849322,4.3,1,1998,18,1974,24,37.8,44.78,7,37.8,0.0,0,0,0.0,0.0,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 13.84}, {'start_distance': 13.84, 'environment': 'dg', 'length': 23.95}]",True,-63.61124853207615,-65.57792638146252,-64.37352884762437
-67.0,-10,-59.0,2.8,1650.0,751630,21,0,24.828112,102.849332,4.3,1,1998,18,1974,24,38.49,45.36,7,38.49,0.0,0,0,0.0,0.0,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 38.49}]",True,-63.74170092560452,-65.70804343759237,-64.49648589374483
-67.0,-11,-59.0,2.8,1650.0,751630,21,0,24.8281,102.849342,4.3,1,1998,18,1974,24,39.1,45.88,7,39.1,0.0,0,0,0.0,0.0,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 39.1}]",True,-63.857247849385445,-65.82329333957264,-64.60539388732118
-67.0,-11,-59.0,2.8,1650.0,751630,21,0,24.82809,102.849347,4.3,1,1998,18,1974,24,39.32,46.07,7,39.32,0.0,0,0,0.0,0.0,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 39.32}]",True,-63.89914052548322,-65.86507832748899,-64.64487955383707
-69.0,-11,-59.0,2.7,1650.0,751630,21,0,24.828075,102.849357,4.3,1,1998,18,1974,24,39.98,46.63,7,39.98,0.0,0,0,0.0,0.0,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 39.98}]",True,-64.02161601793595,-65.9872389877496,-64.76031802427694
-69.0,-11,-59.0,2.7,1650.0,751630,21,0,24.828075,102.849357,4.3,1,1998,18,1974,24,39.98,46.63,7,39.98,0.0,0,0,0.0,0.0,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 39.98}]",True,-64.02161601793595,-65.9872389877496,-64.76031802427694
-69.0,-10,-59.0,2.7,1650.0,751630,21,0,24.828057,102.849358,4.3,1,1998,18,1974,24,39.77,46.45,18,39.77,0.0,0,0,0.0,0.0,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 39.77}]",True,-63.982410040080126,-65.94813379172129,-64.72336468753066
-69.0,-10,-59.0,2.7,1650.0,751630,21,0,24.828045,102.849337,4.3,1,1998,18,1974,24,37.5,44.52,7,37.5,0.0,0,0,0.0,0.0,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 37.5}]",True,-63.55222044154489,-65.51905002694606,-64.31789230885688
-66.0,-9,-59.0,2.8,1650.0,751630,11,0,24.828045,102.849337,4.3,1,1998,18,1974,24,37.5,44.52,7,37.5,0.0,0,0,0.0,0.0,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 37.5}]",True,-63.55222044154489,-65.51905002694606,-64.31789230885688
-66.0,-9,-59.0,2.8,1650.0,751630,11,0,24.82803,102.849313,4.3,1,1998,18,1974,24,34.95,42.4,7,34.95,0.0,0,0,0.0,0.0,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 34.95}]",True,-63.05763890191203,-65.0257398452574,-63.85172772931824
-69.0,-9,-59.0,2.6,1650.0,751630,11,0,24.828022,102.849303,4.3,1,1998,18,1974,24,33.89,41.53,18,33.89,0.0,0,0,0.0,0.0,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 33.89}]",True,-62.84747738060115,-64.8161185594755,-63.653641368695446
-69.0,-9,-59.0,2.6,1650.0,751630,11,0,24.828013,102.84929,4.3,1,1998,18,1974,24,32.55,40.44,18,32.55,0.0,0,0,0.0,0.0,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 32.55}]",True,-62.577869376567904,-64.5472036024937,-63.39952411649533
-65.0,-8,-59.0,2.8,1650.0,751630,11,0,24.828005,102.849277,4.3,1,1998,18,1974,24,31.24,39.39,7,31.24,0.0,0,0,0.0,0.0,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 31.24}]",True,-62.31119343667457,-64.28121317256695,-63.14817046207925
-65.0,-8,-59.0,2.8,1650.0,751630,11,0,24.827995,102.84926,4.3,1,1998,18,1974,24,29.57,38.08,7,29.57,0.0,0,0,0.0,0.0,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 29.57}]",True,-61.968335065694006,-63.9392361440522,-62.825011557951726
-68.0,-10,-59.0,2.7,1650.0,751630,11,0,24.827983,102.849243,4.3,1,1998,18,1974,24,27.96,36.85,7,27.96,0.0,0,0,0.0,0.0,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 27.96}]",True,-61.63550388122793,-63.60726052643719,-62.51130371256967
-68.0,-11,-57.0,9.0,1650.0,751630,11,0,24.827978,102.849232,4.3,1,1998,18,1973,25,26.92,36.74,7,26.92,0.0,0,0,0.0,0.0,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 26.92}]",True,-61.60519919274027,-63.6847919935591,-62.48274022761349
-71.0,-10,-57.0,2.6,1650.0,751630,21,0,24.827978,102.849217,4.3,1,1998,18,1973,25,25.42,35.65,7,25.42,0.0,0,0,0.0,0.0,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 25.42}]",True,-61.29990653161768,-63.38028410950342,-62.19498863641158
-71.0,-10,-57.0,2.6,1650.0,751630,21,0,24.827973,102.849208,4.3,1,1998,18,1973,25,24.61,35.08,7,24.61,0.0,0,0,0.0,0.0,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 24.61}]",True,-61.136520013422384,-63.217317588277766,-62.04098974754619
-66.0,-10,-57.0,2.8,1650.0,751630,21,0,24.827973,102.849208,4.3,1,1998,18,1973,25,24.61,35.08,7,24.61,0.0,0,0,0.0,0.0,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 24.61}]",True,-61.136520013422384,-63.217317588277766,-62.04098974754619
-66.0,-10,-57.0,2.8,1650.0,751630,21,0,24.827965,102.849197,4.3,1,1998,18,1973,25,23.68,34.43,7,23.68,0.0,0,0,0.0,0.0,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 23.68}]",True,-60.94693048518049,-63.028215413755234,-61.86229338378094
-67.0,-10,-57.0,2.8,1650.0,751630,21,0,24.827965,102.849197,4.3,1,1998,18,1973,25,23.68,34.43,7,23.68,0.0,0,0,0.0,0.0,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 23.68}]",True,-60.94693048518049,-63.028215413755234,-61.86229338378094
-67.0,-10,-57.0,2.8,1650.0,751630,21,0,24.827957,102.849185,4.3,1,1998,18,1973,25,22.71,33.77,7,22.71,0.0,0,0,0.0,0.0,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 22.71}]",True,-60.75072608745175,-62.83251537375067,-61.67736221825719
-70.0,-12,-57.0,2.7,1650.0,751630,21,0,24.827952,102.849177,4.3,1,1998,18,1973,25,22.08,33.35,7,22.08,0.0,0,0,0.0,0.0,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 22.08}]",True,-60.623862020571536,-62.7059774202134,-61.557787325834624
-70.0,-12,-57.0,2.7,1650.0,751630,21,0,24.827943,102.84917,4.3,1,1998,18,1973,25,21.73,33.12,7,21.73,0.0,0,0,0.0,0.0,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 21.73}]",True,-60.55371010910993,-62.636005839360195,-61.49166610276066
-70.0,-9,-61.0,2.6,1650.0,751630,21,0,24.827943,102.84917,4.3,1,1998,18,1973,25,21.73,33.12,7,21.73,0.0,0,0,0.0,0.0,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 21.73}]",True,-60.55371010910993,-62.636005839360195,-61.49166610276066
-70.0,-9,-61.0,2.6,1650.0,751630,21,0,24.827928,102.849157,4.3,1,1998,18,1973,25,21.16,32.75,7,21.16,0.0,0,0,0.0,0.0,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 21.16}]",True,-60.439828329087575,-62.52241680076493,-61.384327579489764
-72.0,-10,-61.0,2.5,1650.0,751630,21,0,24.827928,102.849157,4.3,1,1998,18,1973,25,21.16,32.75,7,21.16,0.0,0,0,0.0,0.0,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 21.16}]",True,-60.439828329087575,-62.52241680076493,-61.384327579489764
-72.0,-10,-61.0,2.5,1650.0,751630,21,0,24.827902,102.849132,4.3,1,1998,18,1973,25,20.44,32.29,7,20.44,0.0,0,0,0.0,0.0,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 20.44}]",True,-60.296437901768954,-62.37939496900496,-61.24917587465568
-69.0,-9,-61.0,2.6,1650.0,751630,11,0,24.827893,102.849123,4.3,1,1998,18,1973,25,20.33,32.22,7,20.33,0.0,0,0,0.0,0.0,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 20.33}]",True,-60.27443870688582,-62.35745232465784,-61.22844067810851
-69.0,-9,-61.0,2.6,1650.0,751630,11,0,24.827893,102.849123,4.3,1,1998,18,1973,25,20.33,32.22,7,20.33,0.0,0,0,0.0,0.0,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 20.33}]",True,-60.27443870688582,-62.35745232465784,-61.22844067810851
-72.0,-9,-61.0,2.5,1650.0,751630,11,0,24.82788,102.849107,4.3,1,1998,18,1973,25,20.12,32.09,7,20.12,0.0,0,0,0.0,0.0,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 20.12}]",True,-60.23345596104865,-62.31657492795996,-61.18981266037922
-72.0,-9,-61.0,2.5,1650.0,751630,11,0,24.827873,102.849093,4.3,1,1998,18,1973,25,19.75,31.86,7,19.75,0.0,0,0,0.0,0.0,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 19.75}]",True,-60.16053963500555,-62.24384603865467,-61.121085856510604
-71.0,-8,-61.0,2.5,1650.0,751630,11,0,24.827873,102.849093,4.3,1,1998,18,1973,25,19.75,31.86,7,19.75,0.0,0,0,0.0,0.0,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 19.75}]",True,-60.16053963500555,-62.24384603865467,-61.121085856510604
-68.0,-10,-63.0,15.0,1650.0,751630,11,0,24.827868,102.84908,4.3,1,1998,18,1973,25,19.38,31.63,7,19.38,0.0,0,0,0.0,0.0,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 19.38}]",True,-60.0870950084052,-62.1705902068273,-61.05186110642403
-72.0,-9,-63.0,2.5,1650.0,751630,11,0,24.827872,102.849068,4.3,1,1998,18,1973,25,18.33,31.0,7,18.33,0.0,0,0,0.0,0.0,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 18.33}]",True,-59.88315219560148,-61.96717164390844,-60.85963614863212
-72.0,-9,-63.0,2.5,1650.0,751630,11,0,24.827877,102.849053,4.3,1,1998,18,1973,25,17.06,30.27,7,17.06,0.0,0,0,0.0,0.0,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 17.06}]",True,-59.64158878677709,-61.72622919145674,-60.63195214532273
-72.0,-8,-63.0,2.5,1650.0,751630,11,0,24.827882,102.849042,4.3,1,1998,18,1973,25,16.03,29.7,7,16.03,0.0,0,0,0.0,0.0,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 16.03}]",True,-59.44888533060883,-61.53402109358683,-60.45032076925679
-72.0,-8,-63.0,2.5,1650.0,751630,11,0,24.827882,102.849042,4.3,1,1998,18,1973,25,16.03,29.7,7,16.03,0.0,0,0,0.0,0.0,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 16.03}]",True,-59.44888533060883,-61.53402109358683,-60.45032076925679
-73.0,-9,-63.0,2.4,1650.0,751630,11,0,24.8279,102.849032,4.3,1,1998,18,1973,25,13.8,28.56,7,13.8,0.0,0,0,0.0,0.0,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 13.8}]",True,-59.052127573055216,-61.13828323080601,-60.07635935256913
-73.0,-9,-63.0,2.4,1650.0,751630,11,0,24.827913,102.84902,4.3,1,1998,18,1973,25,11.96,27.71,7,11.96,0.0,0,0,0.0,0.0,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 11.96}]",True,-58.74585319602117,-60.83279615441127,-59.78768245148723
-71.0,-9,-63.0,2.5,1650.0,751630,21,0,24.827923,102.849013,4.3,1,1998,18,1973,25,10.66,27.18,7,10.66,0.0,0,0,0.0,0.0,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 10.66}]",True,-58.5500896809351,-60.63753586372836,-59.60316683700059
-71.0,-9,-63.0,2.5,1650.0,751630,21,0,24.827923,102.849013,4.3,1,1998,18,1973,25,10.66,27.18,7,10.66,0.0,0,0,0.0,0.0,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 10.66}]",True,-58.5500896809351,-60.63753586372836,-59.60316683700059
-72.0,-10,-61.0,2.5,1650.0,751630,21,0,24.827937,102.849,4.3,1,1998,18,1973,25,8.71,26.47,7,8.71,0.0,0,0,0.0,0.0,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 8.71}]",True,-58.28177181173477,-60.36990772519371,-35.625872615200336
