Epoch,Train Loss,Validation Loss
1,10.340876232190109,6.1515917474841695
2,5.9534245748205326,4.793788346961162
3,5.062023159565104,4.328033781927922
4,4.573262304134024,4.021799404237787
5,4.310165457534978,5.800420753260024
6,4.12542930067431,3.5359484080344856
7,3.9559270490367675,4.187793099891555
8,3.8460686892453286,4.822869084379105
9,3.784898528640498,4.284090731719579
10,3.616688682158056,3.5553908852056324
11,3.508925456706615,3.2446795556825943
12,3.507038255099533,3.8299698054851192
13,3.409917333441735,3.622317266841286
14,3.359710407441947,3.3130528456919297
15,3.273325283016228,3.0821972277035923
16,3.1957721710771327,3.687126194522765
17,3.24030781557716,3.273089797424295
18,3.1607211604069887,3.2917909257044315
19,3.0602478112753153,3.54065744827261
20,3.0861991786922713,3.0410460261674688
21,3.0743587703001225,3.5281696235846636
22,3.0314843896142567,3.0634365442068576
23,2.9752188208354333,3.7990215541405834
24,3.0200618657665865,3.159206492693734
25,2.8961089976037426,3.032797817796954
26,2.911641002029129,3.4927711426245533
27,2.8685343685001,3.0972865238974014
28,2.8402395121657777,2.947725245538737
29,2.864769218399997,3.8787624806925916
30,2.778334732481408,3.120422442691313
31,2.832796569445114,3.251343425106757
32,2.79690240053926,3.034394428079825
33,2.7769465351003206,3.315993263709296
34,2.760932040976568,3.4847712167285447
35,2.7480632109474716,2.973576748047548
36,2.7125752783211183,3.6117188382772287
37,2.693669944342015,3.1473714995355526
38,2.713593731067579,3.458542292544788
39,2.6861805664678706,3.360287902131796
40,2.6835234066895537,3.7553602826680033
41,2.651728191208549,3.7444909219333544
42,2.6397310424429814,3.011827181760813
43,2.6020090691195983,4.300922524777311
44,2.602034885759061,3.0930832161548594
45,2.5899653705842987,3.087194725804115
46,2.6338528465925606,3.1646696135546
47,2.5749455281349936,2.959368753322428
48,2.5630874169901428,2.9375902603701154
49,2.568351643090964,3.17079773927476
50,2.547694151317251,3.882664601747947
51,2.959065751674363,2.647408281450147
52,2.850907483630797,2.875554466732822
53,2.797877649071428,2.4171915913168793
54,2.7622823421589833,3.3747744392170893
55,2.757971198040857,2.680072005249857
56,2.7059882508773767,2.8003149696092744
57,2.6942818401407242,2.6223662406475197
58,2.655964195372555,2.775050135765057
59,2.656098836624521,2.863699187608627
60,2.6204825126338624,3.738334627942065
61,2.644538260524343,2.805131799349732
62,2.6014545413949905,2.51812052544595
63,2.6031568617952026,2.977442621518968
64,2.5892056233986653,3.64819006514289
65,2.5689445148849455,2.854570726982594
66,2.5807317697341996,2.827848510766638
67,2.5272082658808244,2.7027097556428266
68,2.553179862538692,2.86550689507727
69,2.510144484192911,2.8409211522249005
70,2.5079212308968506,2.667677705811905
71,2.4767459535441114,2.7064154948813988
72,2.495822238783896,3.0166200711588695
73,2.482131637311107,3.143249561922764
74,2.491296191745027,3.233456584536407
75,2.4580914629184685,2.7524961656536377
76,2.462269047147829,2.6650549358691684
77,2.4522184741847437,2.7314157798429055
78,2.4372606131283203,3.4571903259084156
79,2.438942202693056,2.8401141319398997
80,2.41736086079376,2.683123728811663
81,2.429956283336676,2.6787117558024782
82,2.3965856244983423,2.768491289770235
83,2.401942527101506,3.296677413219091
84,2.3899040950389594,2.9465187041250673
85,2.4116597452006543,2.746351758668205
86,2.360183707712421,3.386824691438249
87,2.3663855673023497,3.007161954134008
88,2.3461476859904296,2.7757808321435076
89,2.369040560910666,2.9594774350774435
90,2.371947460628737,3.11471007898827
91,2.340855917043725,2.780715907926526
92,2.3400566014582167,2.8956840706294593
93,2.3370839469409748,3.248522975830141
94,2.335898917293694,2.924183476301781
95,2.3466964373439003,2.857625048130033
96,2.3309682770368574,2.769844155946569
97,2.294180646626639,2.97028461776538
98,2.321957723985091,3.0332191776405386
99,2.2969330734559334,3.093942749801964
100,2.30485084184043,3.0310923580332325
101,2.7439546271136153,2.3628022415349688
102,2.6204471446384305,2.5198028405256316
103,2.567493339618492,2.7369706453155236
104,2.5745694365101808,2.2852974849539547
105,2.518376288699368,2.4310765598099047
106,2.521126318518291,2.338706127750705
107,2.5006397964662175,2.3549364023883053
108,2.440399122858221,2.3961976582788624
109,2.4481472452496806,2.416505110182816
110,2.4505823556949156,3.0288296180131065
111,2.4639445906502497,2.6174774281805866
112,2.4233599388188587,2.581696079285154
113,2.4159246582785006,2.7205299416352235
114,2.4238327137678795,2.44282900302922
115,2.3513427670500513,3.354823867597195
116,2.429999501598215,3.2130556872405425
117,2.3639240871948135,2.87972475434701
118,2.368568790918779,3.210104148570145
119,2.363473510695284,2.6359147006834465
120,2.3582945810346136,2.5571118349955384
121,2.332413612219993,2.523343979759033
122,2.3446212156684565,2.631481158725112
123,2.3302780338085087,2.5911597642701736
124,2.338481879196548,2.749884206710287
125,2.2898821240866387,2.689308873766482
126,2.2961056867137293,2.5571942396751006
127,2.2788794531252625,2.7311553393672634
128,2.2755004571859363,2.963392127489002
129,2.2919854549555616,2.8061708386524122
130,2.2785654735842886,2.8101276007727654
131,2.2764850078659573,2.696863428709686
132,2.2591251419691374,2.912784084356319
133,2.257805694149536,2.6203274506965366
134,2.264491266171227,2.887779441055004
135,2.2667058496645214,3.050156963924076
136,2.2366349197066806,2.7237776656003434
137,2.2590411513090505,2.7823328208840867
138,2.249452642307557,2.9903390284668827
139,2.250381825256556,2.9883510756165186
140,2.241797327035124,2.7295399411539747
141,2.2127143385726185,2.8532231557467154
142,2.238549023855346,2.8140838552908125
143,2.2170498052575094,2.8557405218388148
144,2.2007974164954995,3.473339825844314
145,2.2027242847814272,3.064881124183979
146,2.1923728516685914,3.1115369188857724
147,2.1834257058794284,2.678891328868185
148,2.1838123090548325,2.7484370132469627
149,2.1778565185128755,2.755206598018902
150,2.1667338667196896,2.8887169654921445
