Epoch,Train Loss,Validation Loss
1,11.55924492925194,11.762669804174537
2,7.139989208419709,9.606677355903653
3,5.622574862177986,6.191516139940713
4,4.850001409052874,4.3161351530480685
5,4.460247276675686,5.090088354265864
6,4.150179132371395,4.805179758294821
7,3.778544702583006,3.8986957294431526
8,3.580754785268012,3.62506752803763
9,3.4238764828092223,3.229649291493414
10,3.2710531879742044,3.0035493342248913
11,3.2118368455870026,3.075413751937126
12,3.089917941067969,2.867835427657058
13,3.021124242176662,3.180555186079461
14,2.977522889703549,2.886933314101152
15,2.89921566647247,2.9119902825597648
16,2.846066986192783,3.6459202510235738
17,2.803034785628152,3.0917088248901723
18,2.754186618462793,2.763764116244092
19,2.7044045920832414,2.767546158878047
20,2.683154251569384,3.249886504148552
21,2.6350189031822584,2.856125171722518
22,2.59277543525476,2.789050205041144
23,2.62311420068967,2.8024507336262814
24,2.5852036234277054,2.79032822613699
25,2.5127564489209924,2.754171587575853
26,2.4845695786440305,2.8507018363693413
27,2.4781650010581666,3.382131191766899
28,2.4797618027103474,3.940510764771107
29,2.419781534518288,2.771912918759011
30,2.40128596095454,3.3383576183715213
31,2.3650297643995364,3.36194966245375
32,2.3528859763147523,2.75750850892628
33,2.329420567503102,2.833837755794976
34,2.3165003361923224,3.295070614000618
35,2.278358617084054,2.8464951048815714
36,2.2457609188283487,3.836015894923231
37,2.276500727449139,2.9341022014051275
38,2.229117160470145,2.9542016877498662
39,2.223226874445939,2.9029450275847837
40,2.214146876697944,2.8768717002660376
41,2.1899487863710396,2.915899721180251
42,2.1460618582254094,2.9447557621644207
43,2.165840942362953,2.932234760855097
44,2.1215678197789707,2.937004893444733
45,2.131010207958005,2.97842058991671
46,2.127360536726942,3.14887235335303
47,2.080993469454926,2.9826405662888655
48,2.102810636649318,3.228041556864427
49,2.0755929639851285,3.1895111862278296
50,2.0775182334487505,2.9862062504951834
51,2.603434786375901,2.129502792836812
52,2.454767441889208,2.0877964545397836
53,2.373879251673283,2.505309658240889
54,2.3181806443308632,2.181932587555615
55,2.288433017618681,2.384751670163995
56,2.277116019208263,2.519271586147489
57,2.24403462921912,2.356005916712772
58,2.1984936110283155,2.5517804796794987
59,2.1782163271972608,2.5084417170687514
60,2.1691792151984646,2.5706249541870223
61,2.136671429279737,2.4277389710664967
62,2.1191390415078186,2.4756149340004923
63,2.108754683458218,2.550009485935248
64,2.070369190105724,2.5134998720995214
65,2.0751761149752403,2.6147314151537047
66,2.066557560083855,2.6933827968516173
67,2.02549146889746,2.617167449179212
68,2.035462313986745,2.5446951285058343
69,2.0496672817385053,2.598105944821752
70,1.9971294051021924,2.584706067887531
71,2.0100615815203624,2.6680596423235783
72,1.978930686615499,2.697011737699853
73,1.9836554688822055,2.6590615265241806
74,1.9693590735679563,2.739318781827022
75,1.9544398672773429,3.0682093246234228
76,1.951801403545892,2.7034013934220043
77,1.9153297524277464,2.9581820055193067
78,1.930983245572579,2.8165572434950104
79,1.9182074110016587,2.750835985777284
80,1.9245468210218637,2.8236300361225304
81,1.9173021045916971,2.806988662667423
82,1.903273886695312,2.8855253567543233
83,1.8857748345498804,2.849413662405375
84,1.888757827700362,2.806891808141374
85,1.8785942628509196,2.795301343812264
86,1.8868565655030847,2.8043567140208894
87,1.873304571649298,2.8121294582719
88,1.868029822501803,2.9027612476754543
89,1.8792909941618818,2.794987738026598
90,1.8496094268628325,2.8637320308569607
91,1.8477285614574555,2.963659608784
92,1.8426855356341736,2.8181827781873587
93,1.8497570576174893,2.8251042345142654
94,1.8680778940941012,2.9839775124218244
95,1.857863431605628,2.9401358472547807
96,1.8394560623116858,3.253801289680342
97,1.841162026068763,3.1732371473081074
98,1.8437007307714313,3.0590706357525566
99,1.8375758412324967,2.9030910521557516
100,1.8411808808965113,2.856841821159191
101,2.3946827539710207,2.127156199010005
102,2.2098587633798887,1.9481373952612924
103,2.154235419621533,2.009463975379611
104,2.1277336072722783,2.124804115465017
105,2.0798754301085496,2.128468106107125
106,2.0626367705315203,2.3123713636577423
107,2.0209480407326494,2.254560824124686
108,2.010802946407359,2.257483007129933
109,2.001766242895172,2.4737151454700936
110,1.9820896029292758,2.4950059856888815
111,1.9530930302689589,2.425241731777453
112,1.9445586749272676,2.4047588823013872
113,1.9276835064091344,2.3636752148665705
114,1.9209218180194745,2.445151587342372
115,1.9046928186070093,2.7383560450541977
116,1.9138628513832163,2.43530903216873
117,1.9100566533355725,2.6266062965383647
118,1.896156661034371,2.4935031141430004
119,1.8707412332719342,2.5737971712480063
120,1.8684056408493446,2.5695564967937967
121,1.8870058809401942,2.6575581044850294
122,1.877339463537418,2.6496543589152592
123,1.8666829520539345,2.862190589687931
124,1.8403259566774905,2.543096667306942
125,1.842788457450699,2.6552285394406647
